diff,time,res,mal,norm_score
38.34967127718761,4,1,24.455141174942973,39.500161415503236
74.82828080613717,10,0,2.350989719929211,72.58343238195306
55.60720856004467,12,1,55.652456103242756,58.94364107364735
62.026681335627345,2,1,65.66203157565326,65.74828221576499
69.7955911733056,11,1,24.55777306329745,71.88945890850476
46.37109165386452,10,0,49.451540591830614,47.76222440348045
62.621499139127266,8,0,66.1392418206268,64.50014411330109
49.4797360538215,11,1,41.69048565262547,52.448520217050785
67.16238325137832,10,1,1.9797529317055917,69.17725474891967
58.367759315281155,2,1,13.063250320277861,60.11879209473959
53.0551434567287,7,0,59.411289104648255,54.64679776043056
63.73639589720698,5,1,34.32993630560711,65.6484877741232
40.92035997727314,8,1,45.87793996837563,43.37558157590952
46.03363390950575,3,0,9.146429818157031,44.65262489222058
46.10499844306955,6,1,55.402528186773814,48.87129834965372
70.04458989345326,10,0,53.27860419352066,72.14592759025686
66.29516857088942,9,0,72.02489239814187,68.2840236280161
74.72257814357462,10,1,39.1093863900159,79.2059328321891
74.34423776142607,5,1,70.23750612204921,78.80489202711163
54.149014349836655,10,1,47.88676354636485,57.39795521082685
72.46463486014787,8,0,13.778959017654216,70.29069581434344
59.21541287981361,3,1,47.813924138113215,62.768337652602426
46.19000679095013,8,0,14.943697842541525,44.804306587221625
74.02501425658308,2,1,69.45329513446931,78.46651511197805
52.21228811642713,9,0,32.254120923992744,50.64591947293432
56.166132391268235,8,0,46.300195426169005,57.851116363006284
78.67730551634881,3,1,11.11184503688494,81.03762468183928
36.16985214055541,6,1,57.071510858054914,38.34004326898874
52.62426881699028,8,1,4.086912428317207,54.20299688149999
65.15667577312215,2,1,40.24458358323439,69.06607631950948
44.61394396487352,2,0,73.89631607303387,45.952362283819724
43.51141617188347,4,1,16.00099304170145,44.81675865703997
77.62589449859868,9,0,69.8598351614331,79.95467133355665
74.65180360176814,12,0,68.2964215716679,76.89135770982118
41.20975158677044,5,0,72.41441577225581,42.44604413437355
68.83417688730162,4,1,50.56731594593976,72.96422750053972
66.6737131124437,7,0,4.708037480974767,64.6735017190704
65.63033303932835,9,0,73.77766342178059,67.5992430305082
66.07240673503426,4,1,56.68094061176205,70.03675113913631
52.402635232730404,6,1,33.27984049752235,53.97471428971232
44.13510367621678,2,0,21.92473839432546,42.81105056593027
76.36521981884852,9,0,66.8980553114158,78.65617641341397
41.225589685274656,11,1,48.413446013421854,43.69912506639113
46.81875482066815,3,0,61.37580574603387,48.22331746528819
51.17246758854874,8,0,21.315660442218416,49.63729356089228
56.41991434137851,11,0,51.6728379276239,58.112511771619864
43.81766897425897,6,0,24.926475690077503,42.5031389050312
46.22633408685777,8,1,73.35659631201816,48.999914132069236
69.6367378007665,11,1,19.435821270052266,71.72583993478949
70.77360651743109,7,0,26.313072772644432,68.65039832190816
45.790878516339575,3,1,66.80615077555619,48.53833122731995
63.63234493771092,5,1,68.8351943876897,67.45028563397358
78.52389845400822,4,1,33.01639597158407,80.87961540762846
60.457669755059236,2,0,48.888135631181285,62.27139984771101
74.68522763343843,2,0,32.34152164928321,72.44467080443528
38.17262652552714,11,1,42.46035151681682,40.462984117058774
44.59040775634371,12,0,9.176807135503337,43.2526955236534
69.18857670953012,12,0,45.46650825169637,71.26423401081603
61.91028750388842,12,1,24.473380110205184,63.76759612900507
58.9554055991576,9,1,25.408466914535747,60.724067767132325
57.13241486319025,8,1,10.82340004307088,58.846387309085955
69.50853074452704,5,0,70.11016784377054,71.59378666686284
74.04614488491505,6,1,61.03285324584544,78.48891357800996
52.10906262568194,5,1,43.824177659634024,55.23560638322286
58.572977288357606,12,1,47.12684427984984,62.08735592565906
60.93396196972533,12,0,57.09756174172615,62.761980828817094
78.97107606723038,5,1,14.264995883530712,81.34020834924729
61.57318721731572,6,1,18.973447101151304,63.42038283383519
40.62011380058234,6,1,29.874018671552513,41.83871721459981
68.9535195512342,9,0,40.28016216204026,71.02212513777123
57.40065191012886,3,1,48.396883836519095,60.84469102473659
46.37760050881314,2,0,44.958361168458715,47.76892852407753
72.0207495758813,3,1,16.935516644529823,74.18137206315774
39.65103216451639,3,0,33.43125241975274,38.461501199580894
79.79544120172235,6,0,33.49130101116607,77.40157796567068
45.0694761028078,7,0,11.235404436021442,43.71739181972357
76.24924003575539,12,0,27.233042563222824,73.96176283468273
42.61154600992209,12,0,58.286643534832265,43.88989239021975
56.661674786544964,4,1,15.704908179962636,58.361525030141316
69.12340864468982,8,1,10.022019903725585,71.19711090403051
67.01562419656815,8,1,15.518453055296796,69.0260929224652
45.62256698617118,3,0,31.207314952355894,44.253889976586045
47.16764811798558,7,1,5.972092377318116,48.582677561525145
46.1200926719443,6,0,17.159921651652873,44.73648989178597
72.51856388731044,8,1,25.415045692230663,74.69412080392975
50.242191810531445,4,0,22.344882561293762,48.7349260562155
39.13044466821057,3,1,33.545408139837164,40.30435800825689
55.2986150727782,7,1,49.97102654995294,58.61653197714489
40.35105889179016,10,0,24.810024915405037,39.140527125036456
78.3502100820634,8,0,10.14528316257949,75.9997037796015
60.647366124391866,10,0,47.55825703209842,62.46678710812362
75.69337304594018,10,0,48.363347831093016,77.96417423731839
48.89998234857211,3,0,71.99871409774939,50.36698181902927
45.70691593344595,10,1,57.62583702690141,48.4493308894527
58.928077390101905,7,0,29.78117727135095,57.16023506839885
67.26304516354507,3,1,17.642990387905247,69.28093651845143
65.2450685405761,8,1,69.20848182759039,69.15977265301066
60.55220934456793,8,0,70.16077797679687,62.36877562490496
67.66258333363632,2,1,21.12908796103332,69.69246083364541
62.55642391658213,2,1,1.3429594536310847,64.4331166340796
57.06844858422613,11,0,10.260530138784324,55.35639512669935
71.20007355477793,2,1,21.550298544526132,73.33607576142127
54.93545673210142,9,0,53.79754590485259,56.58352043406446
35.49125145174531,3,1,25.256976236288914,36.555988995297675
60.72103114222137,6,0,25.98666600808057,58.89940020795473
35.172197243055344,11,1,1.3978582897204799,36.227363160347004
39.116343742509045,2,0,72.23665920841236,40.289834054784315
46.63639895869523,3,1,8.07969879784416,48.03549092745609
71.51605144121523,8,0,11.848362767991178,69.37056989797877
56.7198562534962,12,0,25.19196566227575,55.01826056589131
61.83545741561556,12,0,73.7865513235551,63.69052113808402
59.833219817757055,12,1,73.74786291569144,63.42321300682248
56.00520214308619,3,0,18.946653885271015,54.325046078793605
60.78174818790907,9,1,73.15496377267333,64.42865307918362
39.02155030934417,6,1,58.01780103701463,41.36284332790482
35.400604131076676,10,0,53.42722589524092,36.462622255008974
37.35723688461151,5,0,12.033545845963332,36.236519778073166
38.75888544272471,2,0,56.943797698129664,39.921652006006454
36.048723256749014,10,0,40.18236133555709,37.13018495445149
36.865080116833,7,0,66.20364520407752,37.97103252033799
74.00099442543191,3,1,16.222163559582427,76.22102425819487
69.95212779742323,9,0,53.90261542866847,72.05069163134593
55.390801948729376,3,1,34.36689666216685,57.052526007191254
52.40315014196747,5,0,39.497642454699545,53.9752446462265
60.20414316669497,6,1,2.72889284085093,62.01026746169582
61.69092017070999,9,0,24.454735504657627,59.84019256558869
52.567725649424546,7,0,56.34883533146534,54.14475741890728
62.73862978771085,3,1,26.08029344960749,64.62078868134218
56.72105333114179,5,0,57.8664241908382,58.42268493107604
73.52404821600729,11,1,36.06317846255067,77.93549110896772
61.687811958046986,2,1,0.3184591538734072,63.538446316788395
55.66490049140779,10,1,6.577690854530846,57.33484750615003
58.99562380307144,3,0,67.34279036544817,60.76549251716358
35.75228848684054,5,0,39.28098636999143,36.824857141445754
42.442964941149825,9,1,1.5632220607800367,43.71625388938432
76.97621110109375,7,1,31.181187599173366,79.28549743412657
71.28862235504793,5,0,53.55028976207683,73.42728102569937
76.86830702845091,4,1,61.209243074741465,81.48040545015797
66.94373676630107,7,1,54.91008093457304,70.96036097227913
38.550771308275856,9,0,61.988054298033305,39.707294447524134
74.10214841490665,4,0,64.2170630332405,76.32521286735386
40.451221701711695,4,0,63.64346666763762,41.664758352763045
55.7535532860079,7,0,42.882057614044754,57.42615988458814
59.99511078760571,11,1,49.97092229230294,63.59481743486205
63.94818879274547,10,1,65.94398559603445,67.7850801203102
36.80571499683174,8,1,23.83021713481605,37.90988644673669
40.579214612464504,11,1,59.1325831921357,43.01396748921238
73.24409591743031,3,1,55.18905040715574,77.63874167247613
64.02753146274208,3,1,70.34136726348059,67.8691833505066
71.95985356934833,4,1,38.10444867906139,76.27744478350922
49.40992273320538,10,1,1.7275058112287827,50.892220415201535
59.04357746880299,8,0,37.15486997615587,60.814884792867076
73.5531355052837,11,1,69.89467494992896,77.96632363560073
52.74029449464909,8,0,35.88064268487078,54.32250332948856
57.511514455031104,11,0,47.03613308277759,59.23685988868204
63.93533990833623,10,0,68.42129782249422,65.85340010558632
56.35834005017959,6,1,48.78964922389221,59.73984045319037
35.8495256024752,3,0,32.36374210014839,34.77403983440094
36.91744568894421,6,1,7.19636232492192,38.02496905961254
69.54394258039218,6,1,46.12741885618182,73.71657913521571
65.61348040994164,4,1,63.27779572217491,69.55028923453814
52.319268740353486,10,1,54.56923663197576,55.4584248647747
66.72873286001133,10,1,23.29039818196192,68.73059484581168
77.7022648460796,4,0,64.59179583685653,80.03333279146199
63.38222267259518,8,1,71.76651636206401,67.18515603295089
45.108165803002194,9,1,43.164022534865424,47.81465575118233
68.27273952862856,7,1,64.84321714410848,72.36910390034627
63.00593320631373,9,1,50.00043586776434,66.78628919869256
50.44356990948715,2,1,5.9569647796547915,51.95687700677177
79.61876481442519,8,0,15.0757412485866,77.23020186999244
74.40579124971327,2,0,74.82789970870888,76.63796498720467
66.26115853918192,10,1,30.513681597506466,68.24899329535738
79.2721999916524,12,1,34.2660179233194,81.65036599140197
73.85767184273192,12,1,24.50505537920283,76.07340199801388
37.0446089589649,7,0,17.545048780765285,35.933270690195954
77.05992588316987,8,0,70.68504457392496,79.37172365966497
49.61836580828095,5,1,65.4280484992641,52.59546775677781
64.74368129841024,8,0,49.9524128483073,66.68599173736254
43.90782107815645,8,0,74.7154454145131,45.225055710501145
41.308461217651306,2,0,50.833542128333455,42.54771505418085
54.51117862044532,8,1,54.879575535199336,57.78184933767204
59.37263623609708,8,0,25.767033146098438,57.59145714901417
35.9770952696317,12,1,31.83089854419793,37.056408127720644
45.7383620810632,4,1,32.27475476412013,47.110512943495095
49.15004149698957,4,1,33.280858928395645,50.62454274189926
65.044114422467,11,1,57.993951807624484,68.94676128781502
66.08571392215768,12,0,39.13414046902212,68.06828533982241
70.58193705049965,7,0,33.125291589441105,68.46447893898466
54.694692792894344,4,0,6.699874468195493,53.053852009107516
55.55435713041685,4,1,58.664061105310125,58.887618558241854
62.11382509818564,10,0,37.32526578094323,63.97723985113121
61.759224062589844,9,0,65.44697101800051,63.61200078446754
73.61986636780905,4,1,21.707517381210977,75.82846235884332
41.0178033444111,9,0,42.883700573587795,42.248337444743434
56.961710864320935,4,0,26.298526907017315,55.252859538391306
58.31142617847665,8,1,26.459799062171616,60.06076896383095
40.01070444895432,12,1,22.06849976444264,41.21102558242295
72.31009381502292,4,0,41.86881292558125,74.47939662947361
44.44281710695738,10,0,17.154034361390284,43.10953259374865
61.718454853563316,12,1,25.342868181202626,63.570008499170214
60.382063419120065,12,1,48.25339430197366,64.00498722426727
44.98850470008302,11,0,20.25248859097243,43.638849559080526
37.35081886007573,7,0,31.113413903974436,36.230294294273456
45.04504429597608,6,1,51.372293137259234,47.74774695373465
58.585327737443514,8,1,58.415817990128765,62.100447401690126
73.07531895714611,8,1,46.74845586924351,77.45983809457488
56.46229794288308,7,0,26.0924103707344,54.76842900459659
69.86218026971005,12,1,6.382092589275823,71.95804567780135
61.9698738148912,4,0,59.61843644264442,63.82897002933794
40.0346144193512,10,1,26.636221192580198,41.23565285193174
55.58936702264849,3,0,72.4447382797932,57.25704803332794
70.34677134391768,6,0,46.91649685244564,72.45717448423521
74.38669912868176,10,1,44.13189403501097,78.84990107640266
69.70914359397514,3,0,45.09663063924128,71.80041790179439
63.999830558530945,12,1,72.45966182047538,67.8398203920428
69.69937605525004,2,0,35.074393991436295,71.79035733690755
64.51894340240378,11,1,42.63734915621205,68.390080006548
68.56211277971988,12,0,67.99595148164244,70.61897616311148
68.15190493729602,9,0,22.759788151231014,66.10734778917714
48.80739315328864,3,1,6.085465884474361,50.2716149478873
58.62910126205282,3,0,29.402821510536512,56.87022822419124
78.80110964262613,3,0,22.703695684453454,76.43707635334735
54.74258997983375,7,1,68.86451636635712,58.02714537862378
72.64077549135791,12,1,31.49950354521926,74.81999875609866
63.453971654677886,3,1,46.01369430486141,67.26120995395856
57.7994877223223,3,1,40.40108127125365,61.26745698566163
61.54238499848244,10,1,39.101256889635664,65.23492809839139
52.44943625051356,8,1,44.44743410968678,55.59640242554437
48.69265151707336,5,1,39.09330101842141,51.61421060809776
69.98560792673624,3,1,0.049177565015737223,72.08517616453832
62.49614980293407,2,0,9.55000924894469,60.62126530884605
64.49437039509708,11,0,73.24060510527099,66.42920150695
73.30042954484118,9,1,30.82521084597773,75.49944243118641
41.95373310679691,11,1,23.740580158983178,43.21234510000082
58.96651732993613,4,1,66.16698241070131,62.5045083697323
70.4658286659688,4,0,33.48407996686152,68.35185380598973
37.98800526982176,12,1,39.30714869011445,40.26728558601107
41.78038601379336,7,0,72.96129818501049,43.033797594207165
48.509463974690284,7,0,2.813419715340651,47.05418005544958
74.43791545767294,7,1,21.17355255076337,76.67105292140313
57.8730716475787,8,0,51.68005267033454,59.60926379700606
47.769999988697855,3,0,53.84836652397862,49.20309998835879
49.64837580760317,12,0,61.74008162111476,51.13782708183127
74.96910583646812,3,1,18.61070593143714,77.21817901156216
75.78793021732821,3,0,11.071126420702443,73.51429231080836
45.962670359406744,11,0,70.11542821708387,47.34155047018895
57.28526782177474,11,1,52.507472348455735,60.72238389108122
57.049771831623346,2,1,31.34612001856434,58.761264986572044
44.307801307635614,12,0,59.07148758924443,45.637035346864685
75.6218563990623,5,1,1.6551108584526601,77.89051209103417
58.34224838638064,2,0,9.131421025200344,56.59198093478922
36.60214233585236,8,1,69.61188048674906,38.79827087600351
75.79207110336785,12,0,5.972642011807921,73.51830897026682
37.44148717467086,8,0,11.951343148881508,36.318242559430736
55.877369937503396,11,0,29.24287679053394,54.201048839378295
78.60664371267985,9,1,19.263986946347828,80.96484302406024
51.46564926104314,11,1,74.44807318312107,54.55358821670573
67.79700989911817,3,0,38.8623819559161,69.83092019609171
45.4170092204387,12,1,24.885257317357446,46.77951949705186
53.560819061557325,10,0,47.08735233371105,55.16764363340405
61.124101191375956,3,1,23.864761601987315,62.957824227117236
71.2438419470061,3,1,6.705176625491801,73.38115720541629
47.072106777150964,10,1,68.78197482013653,49.89643318378002
44.86785791571802,3,1,35.33386547437488,47.559929390661104
52.85713763051098,3,0,1.8082380340653041,51.27142350159565
53.63257799586552,4,1,25.18880750122826,55.24155533574148
75.9460275703322,2,0,67.32625257048716,78.22440839744218
36.911571438858736,4,1,48.86673566792977,39.12626572519026
61.08654071061541,7,0,40.322616585076965,62.91913693193387
76.04458197635374,2,1,40.01637306200057,80.60725689493496
35.218974931604365,6,1,26.640285496753727,36.2755441795525
61.533239716162015,10,1,62.323365789353176,65.22523409913174
62.89944354870734,7,0,14.692154180282044,61.01246024224612
66.02418048413952,3,0,32.694663672196484,64.04345506961533
58.01847786299456,11,1,0.29935938326793865,59.7590321988844
58.45336059300611,7,1,11.850724988266581,60.206961410796296
43.225080709866354,7,1,0.0033345218291569445,44.521833131162346
35.91360304439898,12,0,50.89615534144884,36.99101113573095
62.95249470627111,9,1,54.4237509389686,66.72964438864737
79.96824538802832,3,1,47.20961656291804,84.76634011131002
49.54564081070498,11,1,26.95204903499764,51.03201003502613
39.450931954888894,2,1,44.263130863244456,41.81798787218223
73.06512381761748,4,0,20.896883555295055,70.87317010308895
43.551259864070296,2,1,37.789844509873305,46.16433545591451
48.870589485221416,8,0,48.20562409068966,50.33670716977806
77.19199295291818,7,0,62.240862668540586,79.50775274150573
61.96740392838243,10,0,20.61455757938799,60.10838181053096
64.61088697446033,3,0,32.02959343024324,62.672560365226516
43.27188250935535,3,1,29.747900678723013,44.570038984636014
46.60930338676421,12,0,6.4881195862564525,45.21102428516129
55.2271293465631,2,1,5.624672812776107,56.88394322696
59.98481497473598,2,0,67.19240323819456,61.78435942397806
40.20362462897373,12,0,70.88016150778422,41.40973336784294
35.807289793431075,10,0,37.46593366124053,36.88150848723401
73.9046587690523,2,0,1.564829519104252,71.68751900598073
74.43261838323721,3,1,23.52148679993256,76.66559693473432
64.41465579372183,4,1,56.76326510105861,68.27953514134515
43.96497759643305,7,0,5.132540772249902,42.64602826854006
50.98576270945075,4,1,4.47601729161124,52.515335590734274
38.26937205972084,6,1,34.9442421843575,39.41745322151246
72.68460662635388,5,1,35.18904563420084,77.04568302393511
56.2810890734687,9,0,14.781811488431654,54.59265640126464
46.80256191968249,8,1,33.21764737959297,48.206638777272964
52.81286149696349,7,0,58.97012442491774,54.3972473418724
64.24414000182965,5,0,46.774068357812254,66.17146420188453
41.59463653335922,3,1,3.8610214008367505,42.842475629359996
49.82090326946762,2,1,40.44390902016432,52.810157465635676
35.21210718071328,5,1,17.501373933018787,36.26847039613468
73.7854236152168,2,0,55.416723909640744,75.99898632367331
58.55285473418523,10,1,68.3633264713861,62.06602601823634
64.39389265156264,3,1,41.21184528104844,68.2575262106564
70.41753606795663,9,0,62.60056625077045,72.53006214999533
75.17215775576616,6,1,73.77419828626508,79.68248722111214
71.22284144857412,2,1,41.16266087473001,75.49621193548856
79.20912294727705,6,0,37.65044761902433,81.58539663569536
49.87898115711017,3,0,45.13954766353692,51.37535059182348
71.41316840908078,6,1,29.300524705827492,73.5555634613532
36.51716913729538,12,1,0.7729205620480684,37.61268421141425
66.17122852735523,3,0,46.802696651473525,68.15636538317588
58.236623884157325,8,0,58.76717807983332,59.98372260068204
53.525194586007274,11,0,57.33172415356749,55.13095042358749
43.87340139762678,11,0,42.160630390059836,45.18960343955558
58.02606629956509,11,0,69.05319962143632,59.76684828855204
69.0469382977339,4,1,68.25508177170882,73.18975459559793
61.47577669247615,10,0,12.874862251864167,59.63150339170187
37.378182365000185,8,0,32.24278641997022,36.25683689405018
36.620138695400804,2,1,28.669340255011615,37.71874285626283
38.23704279323229,9,1,45.73457697400296,40.531265360826225
71.51910123508515,10,0,37.08854856720583,73.6646742721377
77.9543475054963,8,0,65.55404132246953,80.2929779306612
49.16930190743596,10,0,19.772377642126536,47.69422285021288
55.06868958271204,9,0,32.47508841279699,53.41662889523068
50.17458476383426,8,0,64.80483126833342,51.67982230674929
54.230563383526764,3,0,7.734273715608894,52.60364648202096
56.64863446160838,9,1,67.83206456636134,60.04755252930488
61.73520521343539,8,0,26.515600697279947,59.883149057032334
41.77339929788198,6,1,69.94913008688827,44.2798032557549
56.68744249654617,5,0,34.530874010048,54.98681922164978
65.07142563950636,12,1,7.88864838631185,67.02356840869155
77.87152287196727,8,1,40.93758183053834,82.54381424428531
58.38908067573321,12,0,15.223512859366325,56.63740825546122
73.65425935929484,2,0,44.95929385742232,75.86388714007369
38.62575722736618,6,0,13.660604966891244,37.466984510545196
38.70117577285174,11,0,31.40635999295135,37.54014049966619
51.77322259914645,3,1,32.99248842006686,53.32641927712084
53.781318580410556,11,1,26.82770153420367,55.39475813782287
35.39246033014434,10,1,42.55791077829016,37.516007949953
41.18927454551945,10,1,17.254660489953324,42.42495278188504
56.58052157491079,11,1,61.77290918284877,59.97535286940544
44.356652752767616,11,1,18.1747743791087,45.687352335350646
36.32080711750799,8,0,33.05561497571529,35.23118290398275
37.63003337486614,10,0,3.52121564474015,36.50113237362015
78.73001113606594,6,1,3.279306392244524,81.09191147014792
59.057607426170726,3,0,56.290452517881285,60.82933564895585
64.1638312200492,9,1,54.97862308245245,68.01366109325215
70.35892171276389,7,1,50.81561713488545,74.58045701552972
36.79370577040832,8,1,70.87143314301775,39.00132811663282
69.3882801286508,2,0,11.015798090619677,67.30663172479129
41.69789340968626,2,0,21.975099738047998,40.44695660739567
48.0322209428196,9,0,26.288736600453664,46.591254314535014
41.49439286213566,3,0,44.24878233895935,42.739224647999734
79.32463399816021,4,0,40.52231986825989,81.70437301810502
44.082648672118665,5,0,8.679222326353297,42.76016921195511
64.32796929971744,5,1,33.384374787900065,66.25780837870896
40.00561749044046,2,1,69.68127106921074,42.40595453986688
40.705834291265695,6,0,63.38142828823624,41.92700932000366
43.96788054769698,8,0,45.94240702551864,45.28691696412789
65.6659165699402,9,1,31.056855793063555,67.6358940670384
39.21532736742223,7,1,2.1034877992745784,40.3917871884449
42.56975614381736,8,1,5.500224886148855,43.846848828131876
64.21517656590545,9,1,71.08009223316827,68.06808715985977
64.36219431460259,8,0,10.260244141794834,62.431328485164514
37.26715548308362,8,1,54.29706054824491,39.50318481206864
69.61834316741688,12,0,44.777231584737336,71.70689346243938
62.40784513645767,11,1,50.820615989656154,66.15231584464513
60.49435930139347,3,1,23.836969504409282,62.30919008043528
58.14525583772941,10,1,24.572418785273065,59.88961351286129
39.162484073505254,12,0,49.29638272424369,40.33735859571041
49.311715257059305,4,0,44.766990603451625,50.791066714771084
66.83936032649582,6,0,56.04707885927849,68.8445411362907
69.01558619874396,2,0,14.546600463290243,66.94511861278164
49.440366517124275,6,0,33.476268171971135,47.957155521610545
61.310469453898975,2,0,60.429941351034344,63.149783537515944
60.88162661795529,5,0,42.51270293501496,62.70807541649395
75.82785672810225,11,0,55.385641146202815,78.10269242994532
70.26964689793527,2,1,26.398145014567582,72.37773630487334
67.28199712340614,11,1,8.841740669992213,69.30045703710833
47.86669680015893,3,0,58.87408745941664,49.30269770416369
58.143158093421334,12,1,15.560813229659207,59.88745283622397
35.94164010450747,9,0,59.0331231187513,37.01988930764269
58.63645539035177,9,0,6.950086917354248,56.87736172864122
41.35557646324815,4,1,34.00419840605629,42.596243757145594
54.68799032875751,5,0,13.93336181150365,53.04735061889478
39.43575723813555,7,0,19.002317054386904,38.25268452099149
51.66593436154487,10,1,21.843950401278207,53.21591239239122
74.18305693170609,9,1,68.4388364233243,78.63404034760846
35.057149767425976,3,1,16.516244884173442,36.108864260448755
77.77300438231855,6,0,31.23593407293449,75.439814250849
67.8920737004108,3,1,23.92754522674875,69.92883591142314
70.0262371274431,9,0,37.14012139778252,72.12702424126638
62.26343060991638,11,0,68.99705967756393,64.13133352821387
59.96296319319892,11,1,27.474464537433786,61.761852088994885
56.52547402208963,5,0,39.59792478865475,58.22123824275232
40.32942760661715,3,1,42.140909321492494,42.74919326301418
48.088049894674704,10,1,67.70031638052856,50.97333288835519
72.7965625466816,5,0,62.84021307401306,74.98045942308205
37.896374821389514,3,1,65.97192615518965,40.170157310672884
76.35859964416957,12,1,31.238900674081417,78.64935763349466
38.58057380211903,8,0,66.21359407721908,39.7379910161826
76.93985479769267,11,0,32.92328716965574,74.63165915376189
37.7932586033901,3,1,70.80372938438687,40.06085411959351
64.94437013739108,2,0,72.68200489395417,66.89270124151281
52.58291284583444,8,1,15.088619086135454,54.16040023120948
51.28606022175377,4,0,3.292388415143849,49.747478415101156
59.487653282096176,10,1,26.962794252406834,61.27228288055906
41.82748644590683,4,1,29.798693621875998,43.082311039284036
77.02081441017003,3,1,18.976412679733283,79.33143884247514
72.06573724697402,5,1,36.322731722617426,76.38968148179246
77.4128323009116,12,1,48.14058617935735,82.0576022389663
79.33831963696758,11,1,33.315493162768476,81.7184692260766
